,,,,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population (10 yr and over) by usual activity status,Unpaid family worker - Female,Number,,,,,,,,,,,,,,,,,,,,,,,,,"2,353,359",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population (10 yr and over) by usual activity status,Unpaid family worker - Male,Number,,,,,,,,,,,,,,,,,,,,,,,,,"1,570,015",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population (10 yr and over) by usual activity status,Unpaid family worker - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,"3,923,374",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,0-4 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,209",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,0-4 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,263",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,0-4 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"4,472",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,5-9 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,381",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,5-9 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,438",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,5-9 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"4,819",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,10-14 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,513",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,10-14 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,596",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,10-14 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"5,108",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,15-19 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,335",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,15-19 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,291",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,15-19 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"4,626",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,20-24 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,240",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,20-24 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,092",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,20-24 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"4,331",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,25-29 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,151",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,25-29 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,995",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,25-29 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"4,146",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,30-34 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,014",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,30-34 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,885",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,30-34 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"3,899",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,35-39 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,858",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,35-39 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,706",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,35-39 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"3,563",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,40-44 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,734",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,40-44 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,549",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,40-44 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"3,283",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,45-49 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,571",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,45-49 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,375",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,45-49 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,946",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,50-54 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,377",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,50-54 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,182",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,50-54 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,559",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,55-59 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,116",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,55-59 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,936,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,55-59 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,052",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,60-64 yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,865,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,60-64 yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,712,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,60-64 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,577",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,65 &+ yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,688",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,65 &+ yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"1,209",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by 5-year age group,65 &+ yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,898",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Divorced/ Separated - Female,Number,,,,,,,,,,,,,,,,,,,,,,,,,"385,987",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Divorced/ Separated - Male,Number,,,,,,,,,,,,,,,,,,,,,,,,,"230,708",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Divorced/ Separated - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,"616,695",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Married - Female,Number,,,,,,,,,,,,,,,,,,,,,,,,,"10,950,591",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Married - Male,Number,,,,,,,,,,,,,,,,,,,,,,,,,"10,395,725",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Married - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,"21,346,316",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Renounced - Female,Number,,,,,,,,,,,,,,,,,,,,,,,,,"40,643",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Renounced - Male,Number,,,,,,,,,,,,,,,,,,,,,,,,,"319,125",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Renounced - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,"359,768",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Single - Female,Number,,,,,,,,,,,,,,,,,,,,,,,,,"5,596,692",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Single - Male,Number,,,,,,,,,,,,,,,,,,,,,,,,,"5,461,977",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Single - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,"11,058,669",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Widowed - Female,Number,,,,,,,,,,,,,,,,,,,,,,,,,"1,974,608",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Widowed - Male,Number,,,,,,,,,,,,,,,,,,,,,,,,,"524,275",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by Marital Status over 15 yr and above,Widowed - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,"2,498,883",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,Disability prevalence rate - Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,Disability prevalence rate - Male,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,Disability prevalence rate - Rural,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,Disability prevalence rate - Rural Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,Disability prevalence rate - Rural Male,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,Disability prevalence rate - Total,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,Disability prevalence rate - Urban,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,Disability prevalence rate - Urban Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,Disability prevalence rate - Urban Male,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with any of 4 disabilities - Female,Number,,,,,,,,,,,,,,,,,,,,,,,,,"1,254,495",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with any of 4 disabilities - Male,Number,,,,,,,,,,,,,,,,,,,,,,,,,"1,056,755",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with any of 4 disabilities - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,"2,311,250",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with Hearing Disability - Female,Number,,,,,,,,,,,,,,,,,,,,,,,,,"380,641",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with Hearing Disability - Male,Number,,,,,,,,,,,,,,,,,,,,,,,,,"292,485",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with Hearing Disability - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,"673,126",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with Remembering Disability - Female,Number,,,,,,,,,,,,,,,,,,,,,,,,,"459,010",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with Remembering Disability - Male,Number,,,,,,,,,,,,,,,,,,,,,,,,,"376,588",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with Remembering Disability - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,"835,598",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with Seeing Disability - Female,Number,,,,,,,,,,,,,,,,,,,,,,,,,"712,282",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with Seeing Disability - Male,Number,,,,,,,,,,,,,,,,,,,,,,,,,"537,455",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with Seeing Disability - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,"1,249,737",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with Walking Disability - Female,Number,,,,,,,,,,,,,,,,,,,,,,,,,"523,933",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with Walking Disability - Male,Number,,,,,,,,,,,,,,,,,,,,,,,,,"433,803",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population by type of disability,People with Walking Disability - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,"957,736",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,0-14 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"14,400",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,10+ yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"21,461",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,10+ yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"19,528",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,10+ yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"40,989",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,10+ yr Total Rural,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"28,339",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,10+ yr Total Urban,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"12,650",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,15-64 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"32,983",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,15+ yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"18,949",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,15+ yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"16,932",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,15+ yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"35,880",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,18+ yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"33,126",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,25+ yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"14,374",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,25+ yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"12,549",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,25+ yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"26,923",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,65+ yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"2,898",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"26,051",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"24,229",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,Rural,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"35,402",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,Rural Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"18,287",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,Rural Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"17,114",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"50,280",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,Urban,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"14,878",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,Urban Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"7,764",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Population size,Urban Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,"7,114",,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Proportion of female-headed households,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Proportion of households using firewood as fuel source for cooking,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Proportion of Households with Access to Electricity,Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Proportion of Households with Access to Electricity,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Proportion of Households with Access to Electricity,Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Sex ratio,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Total dependency ratio,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,
"MMR_MOIP/DOP, The 2014 Myanmar Population and Housing Census",Total fertility rate (TFR),Total,Births per woman,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
