month_of_implementation,donor,reporting_organization_type,implementing_partner_type,state,township,village_tract_town,village_ward,idp_camp_site_name,specify_location,location_combined,location_type,rural_or_urban,humanitarian_or_development,response_plan_if_project_under_fts,project_code,activity,activity_description,was_nutrition_mainstreamed_in_activity,fsc_objectives,hrp_indicator,activity_status,conditionality,frequency,delivery_modality,type_of_in_kind_assistance,unit,quantity,total_value,value_per_household,value_per_individual,currency,value_per_household_usd,cash_delivery_mechanism,food_insecurity_status,food_security_indicator_used,evidence,beneficiary_type,child_male,child_female,adult_male,adult_female,elderly_male,elderly_female,reached_households,reached_beneficiaries,new_beneficiaries,people_with_disability_male,people_with_disability_female,total_number_of_people_with_disability,comments,cluster_name,country,admin1_pcode,admin2_pcode,admin3_pcode,adm1_3,adm3_4,org_code,report_org_code,location,date,admin4_pcode,total_value_usd,admin3_pcode_old
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Myoma ward,NA,Baw Lone Kwin Camp,NA,"Myoma wardBaw Lone Kwin Campfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,15.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,221.28,221.28,221.28,202.84,27.66,27.66,NA,922,0,9.22,13.83,23.05,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Myoma ward,org_5034,org_2690,Baw Lone Kwin Camp,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Myoma ward,NA,BEHS (1),NA,"Myoma wardBEHS (1)food distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,8.992499999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,132,132,132,121,16.5,16.5,NA,550,0,5.5,8.25,13.75,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Myoma ward,org_5034,org_2690,BEHS (1),2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Aut Thal Ma Wa VT,NA,Boung Wa,NA,"Aut Thal Ma Wa VTBoung Wafood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Returnees,32.879999999999995,32.879999999999995,32.879999999999995,30.14,4.109999999999999,4.109999999999999,NA,137,0,1.37,2.0549999999999997,3.425,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Aut Thal Ma Wa VT,org_5034,org_2690,Boung Wa,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Samee (Quarter 2),NA,GAD Camp,NA,"Samee (Quarter 2)GAD Campfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,8.387550000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,123.12,123.12,123.12,112.86,15.39,15.39,NA,513,0,5.13,7.694999999999999,12.825,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Samee (Quarter 2),org_5034,org_2690,GAD Camp,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Kin Wa VT,NA,Kin Wa,NA,"Kin Wa VTKin Wafood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,Returnees,8.64,8.64,8.64,7.92,1.08,1.08,NA,36,0,0.36,0.54,0.9,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Kin Wa VT,org_5034,org_2690,Kin Wa,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Samee (Quarter 2),NA,Municipal Camp,NA,"Samee (Quarter 2)Municipal Campfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,7.60275,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,111.6,111.6,111.6,102.3,13.95,13.95,NA,464.99999999999994,0,4.6499999999999995,6.974999999999999,11.624999999999998,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Samee (Quarter 2),org_5034,org_2690,Municipal Camp,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Myoma ward,NA,Myo Ma (Home),NA,"Myoma wardMyo Ma (Home)food distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,3.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,57.12,57.12,57.12,52.36,7.14,7.14,NA,237.99999999999991,0,2.379999999999999,3.569999999999999,5.949999999999998,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Myoma ward,org_5034,org_2690,Myo Ma (Home),2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Samee (Quarter 1),NA,Myo Paing Kone,NA,"Samee (Quarter 1)Myo Paing Konefood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,6.491499999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,95.28,95.28,95.28,87.34,11.91,11.91,NA,397.0000000000001,2,3.970000000000001,5.955000000000002,9.925000000000002,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Samee (Quarter 1),org_5034,org_2690,Myo Paing Kone,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Sein Sin VT,NA,Nga Pwi,NA,"Sein Sin VTNga Pwifood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,7.7499,NA,NA,NA,NA,NA,NA,NA,NA,NA,Returnees,113.76,113.76,113.76,104.28,14.22,14.22,NA,474,0,4.74,7.109999999999999,11.85,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Sein Sin VT,org_5034,org_2690,Nga Pwi,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Sein Sin VT,NA,Nga Pwi,NA,"Sein Sin VTNga Pwi food distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,32.16,32.16,32.16,29.48,4.02,4.02,NA,134,0,1.34,2.01,3.3499999999999996,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Sein Sin VT,org_5034,org_2690,Nga Pwi,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Tha Man Thar VT,NA,Palet Chaung Wa,NA,"Tha Man Thar VTPalet Chaung Wafood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,1.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,Returnees,20.64,20.64,20.64,18.92,2.58,2.58,NA,86,0,0.86,1.29,2.15,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Tha Man Thar VT,org_5034,org_2690,Palet Chaung Wa,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Samee (Quarter 2),NA,Pyan Kyaat Zay,NA,"Samee (Quarter 2)Pyan Kyaat Zayfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,4.1856,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,61.44,61.44,61.44,56.32,7.68,7.68,NA,256,0,2.56,3.84,6.4,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Samee (Quarter 2),org_5034,org_2690,Pyan Kyaat Zay,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Samee (Quarter 2),NA,Pyin Pa Nay,NA,"Samee (Quarter 2)Pyin Pa Nayfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,9.82635,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,144.23999999999998,144.23999999999998,144.23999999999998,132.22,18.03,18.03,NA,600.9999999999999,0,6.009999999999999,9.015,15.025,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Samee (Quarter 2),org_5034,org_2690,Pyin Pa Nay,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Myoma ward,NA,RC compound,NA,"Myoma wardRC compoundfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,1.84755,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,27.119999999999997,27.119999999999997,27.119999999999997,24.86,3.3899999999999997,3.3899999999999997,NA,113,0,1.13,1.6949999999999996,2.8249999999999993,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Myoma ward,org_5034,org_2690,RC compound,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Tha Man Thar VT,NA,See Hpa Laung,NA,"Tha Man Thar VTSee Hpa Laungfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,Returnees,36.72,36.72,36.72,33.660000000000004,4.59,4.59,NA,153,0,1.53,2.295,3.825,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Tha Man Thar VT,org_5034,org_2690,See Hpa Laung,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Sein Sin VT,NA,Sein Sin,NA,"Sein Sin VTSein Sin food distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,42,42,42,38.5,5.25,5.25,NA,175,0,1.75,2.625,4.375,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Sein Sin VT,org_5034,org_2690,Sein Sin,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Sein Sin VT,NA,Sein Sin,NA,"Sein Sin VTSein Sin food distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.1254999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,Returnees,31.2,31.2,31.2,28.6,3.9,3.9,NA,130,0,1.3,1.95,3.25,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Sein Sin VT,org_5034,org_2690,Sein Sin,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Tha Man Thar VT,NA,Tha Man Thar,NA,"Tha Man Thar VTTha Man Tharfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,Returnees,5.04,5.04,5.04,4.62,0.63,0.63,NA,21,0,0.21,0.315,0.525,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Tha Man Thar VT,org_5034,org_2690,Tha Man Thar,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Ywa Ma ward,NA,Vie Thu Da (IDP,NA,"Ywa Ma wardVie Thu Da (IDPfood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,8.81265,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,129.36,129.36,129.36,118.58,16.169999999999998,16.169999999999998,NA,538.9999999999999,0,5.389999999999999,8.084999999999997,13.474999999999996,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Ywa Ma ward,org_5034,org_2690,Vie Thu Da (IDP,2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Yeikha,NA,Yeikkha (Home),NA,"YeikhaYeikkha (Home)food distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,6.703499999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,98.4,98.4,98.4,90.2,12.3,12.3,NA,410,0,4.1,6.1499999999999995,10.25,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Yeikha,org_5034,org_2690,Yeikkha (Home),2022-03-01,NA,NA,MMR004009
March 2022,NA,UN agency,NNGO,Chin,Paletwa,Ywa Ma ward,NA,Ywar Ma (Home),NA,"Ywa Ma wardYwar Ma (Home)food distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,1.55325,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,22.8,22.8,22.8,20.9,2.85,2.85,NA,95,0,0.95,1.425,2.375,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Ywa Ma ward,org_5034,org_2690,Ywar Ma (Home),2022-03-01,NA,NA,MMR004009
February 2022,NA,UN agency,NNGO,Chin,Paletwa,Meeza,NA,Hpayonechaungwa,NA,"MeezaHpayonechaungwafood distributions (in kind/voucher/cash), severe",Camp/IDP site,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,1.03005,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internally Displaced,15.12,15.12,15.12,13.86,1.89,1.89,NA,63,0,0.63,0.945,1.575,NA,NA,NA,MMR004,NA,MMR004009,Chin-Paletwa,Paletwa-Meeza,org_8777,org_2690,Hpayonechaungwa,2022-02-01,NA,NA,MMR004009
